Grant ID & Element,Grant Name,Sponsor,County,State,Grant Amount,Year Approved,Year Completed,Type
216 - XXX,SECONDARY PARK REHAB.,CITY OF PROVIDENCE,PROVIDENCE,RI,"$350,988.28 ",1978,1981,Combination
218 - XXX,ROGER WILLIAMS PARK PHASE II,CITY OF PROVIDENCE,PROVIDENCE,RI,"$469,221.01 ",1978,1983,Development
220 - XXX,OWENS FIELD II,DEPT. OF ENVIRONMENTAL MANAGEMENT,PROVIDENCE,RI,"$21,181.92 ",1978,1980,Development
223 - XXX,BURRILLVILLE RECREATION COMPLEX,TOWN OF BURRILLVILLE,PROVIDENCE,RI,"$20,465.19 ",1978,1981,Development
224 - XXX,NORTH SMITHFIELD PLAYGROUNDS,TOWN OF NORTH SMITHFIELD,PROVIDENCE,RI,"$39,761.33 ",1978,1982,Development
225 - XXX,WENSCOTT RESERVOIR DEVELOPMENT,TOWN OF LINCOLN,PROVIDENCE,RI,"$23,424.75 ",1978,1981,Development
227 - XXX,GARFIELD STREET TOT LOT,CITY OF CENTRAL FALLS,PROVIDENCE,RI,"$14,023.72 ",1978,1980,Combination
228 - XXX,ILLINOIS STREET PLAYGROUND,CITY OF CENTRAL FALLS,PROVIDENCE,RI,"$41,019.34 ",1978,1980,Development
231 - XXX,BRIGHTRIDGE PLAYGROUND,CITY OF EAST PROVIDENCE,PROVIDENCE,RI,"$141,059.49 ",1978,1981,Development
232 - XXX,LIFE COURSE,CITY OF CRANSTON,PROVIDENCE,RI,"$18,254.97 ",1978,1982,Development
235 - XXX,FURNACE HILL BROOK,CITY OF CRANSTON,PROVIDENCE,RI,"$39,065.08 ",1978,1981,Combination
237 - XXX,CHASE FARM,TOWN OF LINCOLN,PROVIDENCE,RI,"$171,785.29 ",1978,1983,Acquisition
242 - XXX,DYERVILLE PLAYGROUND,DEPT. OF ENVIRONMENTAL MANAGEMENT,PROVIDENCE,RI,"$11,797.51 ",1978,1982,Development
236 - XXX,FRANK FAGAN PARK,TOWN OF SOUTH KINGSTOWN,WASHINGTON,RI,"$22,904.20 ",1978,1981,Development
240 - XXX,HAZARD FIELD,TOWN OF SOUTH KINGSTOWN,WASHINGTON,RI,"$29,540.94 ",1978,1983,Development
239 - XXX,BRISTOL BEACH RECREATION COMPLEX,TOWN OF BRISTOL,BRISTOL,RI,"$244,593.95 ",1979,1983,Development
251 - XXX,WARWICK PLAYGROUND LANDSCAPING,CITY OF WARWICK,KENT,RI,"$3,693.92 ",1979,1984,Development
255 - XXX,WARWICK PLAYGROUNDS 79,CITY OF WARWICK,KENT,RI,"$67,903.86 ",1979,1984,Development
257 - XXX,GORTON POND B,CITY OF WARWICK,KENT,RI,"$25,649.05 ",1979,1981,Development
243 - XXX,PROVIDENCE PLAYGROUNDS III,CITY OF PROVIDENCE,PROVIDENCE,RI,"$65,273.44 ",1979,1984,Development
247 - XXX,NOVELTY PARK,CITY OF PAWTUCKET,PROVIDENCE,RI,"$23,670.49 ",1979,1983,Redevelopment
248 - XXX,PLAYGROUND IMPROVEMENTS,CITY OF EAST PROVIDENCE,PROVIDENCE,RI,"$45,454.49 ",1979,1984,Development
253 - XXX,EAST WOONSOCKET PARK DEVELOPMENT,CITY OF WOONSOCKET,PROVIDENCE,RI,"$14,817.87 ",1979,1984,Development
256 - XXX,BUCK HILL ADDITION,DEPT. OF ENVIRONMENTAL MANAGEMENT,PROVIDENCE,RI,"$103,699.00 ",1979,1980,Acquisition
244 - XXX,CLAY HEAD NATURE TRAIL,DEPT. OF ENVIRONMENTAL MANAGEMENT,WASHINGTON,RI,"$888,064.98 ",1979,1984,Combination
252 - XXX,CANONCHET FARM PHASE I,TOWN OF NARRAGANSETT,WASHINGTON,RI,"$45,473.70 ",1979,1984,Development
254 - XXX,CRANDOLL FIELD,TOWN OF HOPKINTON,WASHINGTON,RI,"$10,931.55 ",1979,1984,Development
272 - XXX,GODDARD PARK,DEPT. OF ENVIRONMENTAL MANAGEMENT,KENT,RI,"$541,113.22 ",1980,1985,Development
274 - XXX,PRATT LAND ACQUISITION,DEPT. OF ENVIRONMENTAL MANAGEMENT,KENT,RI,"$123,370.35 ",1980,1985,Acquisition
260 - XXX,ARCADIA MANAGEMENT AREA EXTENSIONS,DEPT. OF ENVIRONMENTAL MANAGEMENT,MULTI-COUNTY,RI,"$222,023.95 ",1980,1985,Combination
262 - XXX,HATHAWAY SCHOOL RECREATION AREA,TOWN OF PORTSMOUTH,NEWPORT,RI,"$1,353.43 ",1980,1982,Development
271 - XXX,BEAVERTAIL,DEPT. OF ENVIRONMENTAL MANAGEMENT,NEWPORT,RI,"$122,920.02 ",1980,1985,Development
277 - XXX,R.I. HERITAGE PROGRAM,DEPT. OF ENVIRONMENTAL MANAGEMENT,PLANNING,RI,"$41,081.55 ",1980,1982,Planning
259 - XXX,DIAMOND HILL PARK II,DEPT. OF ENVIRONMENTAL MANAGEMENT,PROVIDENCE,RI,"$247,149.65 ",1980,1985,Development
263 - XXX,SLATTER PARK ZOO,CITY OF PAWTUCKET,PROVIDENCE,RI,"$520,550.00 ",1980,1985,Development
261 - XXX,BRADFORD PLAYGROUND,TOWN OF WESTERLY,WASHINGTON,RI,"$30,516.21 ",1980,1984,Development
270 - XXX,ARCADIA DEVELOPMENTS PHASE I,DEPT. OF ENVIRONMENTAL MANAGEMENT,KENT,RI,"$52,055.00 ",1981,1985,Development
281 - XXX,ACADEMY & ELDRIDGE FIELDS,TOWN OF EAST GREENWICH,KENT,RI,"$40,060.12 ",1981,1986,Redevelopment
286 - XXX,MUNICIPAL RECREATION COMPLEX,TOWN OF EAST GREENWICH,KENT,RI,"$100,375.85 ",1981,1986,Development
279 - XXX,PARK REHABILITATION,DEPT. OF ENVIRONMENTAL MANAGEMENT,MULTI-COUNTY,RI,"$16,072.00 ",1981,1986,Development
278 - XXX,SOUTH PRUDENCE DEVELOPMENT,DEPT. OF ENVIRONMENTAL MANAGEMENT,NEWPORT,RI,"$45,783.71 ",1981,1985,Development
291 - XXX,CLIFF WALK,CITY OF NEWPORT,NEWPORT,RI,"$401,174.87 ",1981,1986,Redevelopment
293 - XXX,S.C.O.R.P PLANNING,DEPT. OF ENVIRONMENTAL MANAGEMENT,PLANNING,RI,"$4,802.43 ",1981,1982,Planning
280 - XXX,GRANGE ROAD TENNIS COURTS,TOWN OF NORTH SMITHFIELD,PROVIDENCE,RI,"$35,379.00 ",1981,1986,Development
282 - XXX,WENSCOTT RESERVOIR,TOWN OF NORTH PROVIDENCE,PROVIDENCE,RI,"$133,676.56 ",1981,1986,Development
283 - XXX,IRON ROCK BROOK CONSERVATION AREA,CITY OF WOONSOCKET,PROVIDENCE,RI,"$20,843.00 ",1981,1983,Acquisition
288 - XXX,ROUTE 116 RECVEATION COMPLEX,TOWN OF LINCOLN,PROVIDENCE,RI,"$226,040.93 ",1981,1985,Combination
290 - XXX,COSTA PARK,CITY OF WOONSOCKET,PROVIDENCE,RI,"$47,000.00 ",1981,1986,Development
268 - XXX,HOLLEY LAND,DEPT. OF ENVIRONMENTAL MANAGEMENT,WASHINGTON,RI,"$144,956.46 ",1981,1982,Acquisition
269 - XXX,DREW LAND,DEPT. OF ENVIRONMENTAL MANAGEMENT,WASHINGTON,RI,"$59,230.22 ",1981,1985,Acquisition
284 - XXX,LIDO BEACH,DEPT. OF ENVIRONMENTAL MANAGEMENT,WASHINGTON,RI,"$421,816.50 ",1981,1983,Acquisition
292 - XXX,BURLINGAME PARK,DEPT. OF ENVIRONMENTAL MANAGEMENT,WASHINGTON,RI,"$207,318.36 ",1981,1986,Development
303 - XXX,RIVERPOINT PARK SOCCER FIELD,TOWN OF WEST WARWICK,KENT,RI,"$13,794.00 ",1983,1984,Development
297 - XXX,FORT ADAMS ENTRANCE AND PARKING,DEPT. OF ENVIRONMENTAL MANAGEMENT,NEWPORT,RI,"$332,534.00 ",1983,1984,Development
300 - XXX,EISENHOWER PARK,CITY OF NEWPORT,NEWPORT,RI,"$29,238.00 ",1983,1984,Redevelopment
296 - XXX,LINCOLN WOODS MAINTENANCE CENTER,DEPT. OF ENVIRONMENTAL MANAGEMENT,PROVIDENCE,RI,"$218,925.60 ",1983,1985,Development
299 - XXX,VETERAN'S MEMORIAL PARK PHASE III,CITY OF PAWTUCKET,PROVIDENCE,RI,"$70,158.00 ",1983,1985,Development
308 - XXX,COMMERCIAL STREET NEIGHBORHOOD PARK,CITY OF CRANSTON,PROVIDENCE,RI,"$42,541.95 ",1983,1984,Redevelopment
311 - XXX,HANDY POND ACQUISITION,TOWN OF LINCOLN,PROVIDENCE,RI,"$79,725.00 ",1983,1984,Acquisition
304 - XXX,J. PAUL WILSON PARK SPRINKLERS,TOWN OF NORTH KINGSTOWN,WASHINGTON,RI,"$10,623.00 ",1983,1984,Development
305 - XXX,WHITE ROCK PARK,TOWN OF WESTERLY,WASHINGTON,RI,"$9,583.55 ",1983,1984,Development
307 - XXX,MUNICIPAL BANDSTAND,TOWN OF NARRAGANSETT,WASHINGTON,RI,"$7,436.00 ",1983,1984,Development
312 - XXX,NORTHWEST MANAGEMENT AREA ACQUISITIO,DEPT. OF ENVIRONMENTAL MANAGEMENT,PROVIDENCE,RI,"$18,059.00 ",1984,1984,Acquisition
313 - XXX,CRANSTON STADIUM,CITY OF CRANSTON,PROVIDENCE,RI,"$79,368.78 ",1984,1985,Redevelopment
314 - XXX,WOODLAKE PARK,TOWN OF JOHNSTON,PROVIDENCE,RI,"$31,606.11 ",1984,1985,Development
316 - XXX,CROSSMAN AND JENKS PARKS,CITY OF CENTRAL FALLS,PROVIDENCE,RI,"$66,901.00 ",1984,1986,Redevelopment
319 - XXX,BOLD POINT PARK,CITY OF EAST PROVIDENCE,PROVIDENCE,RI,"$55,408.16 ",1984,1986,Development
315 - XXX,CAMP CRONIN ACQUISITION,DEPT. OF ENVIRONMENTAL MANAGEMENT,WASHINGTON,RI,"$376,332.40 ",1984,1985,Acquisition
320 - XXX,VETERAN'S PARK ENHANCEMENT,TOWN OF BARRINGTON,BRISTOL,RI,"$21,191.99 ",1985,1986,Development
321 - XXX,PAINE FIELD ACQUISITION & DEVELOPME,TOWN OF COVENTRY,KENT,RI,"$14,350.00 ",1985,1986,Combination
322 - XXX,GODDARD PARK BUILDING RENOVATION,DEPT. OF ENVIRONMENTAL MANAGEMENT,KENT,RI,"$401,244.00 ",1985,1986,Redevelopment
323 - XXX,WATER SYSTEM RIVER POINT PARK,TOWN OF WEST WARWICK,KENT,RI,"$7,406.95 ",1985,1986,Development
324 - XXX,ELDREDGE FIELD LIGHTING,TOWN OF EAST GREENWICH,KENT,RI,"$21,260.00 ",1985,1985,Redevelopment
326 - XXX,MUNICIPAL BOAT RAMP,TOWN OF EAST GREENWICH,KENT,RI,"$10,630.00 ",1985,1986,Redevelopment
328 - XXX,PHENIX/HARRIS WALKWAY,PAWTUXET RIVER AUTHORITY,KENT,RI,"$13,684.44 ",1985,1985,Combination
331 - XXX,MICKEY STEVENS SPORTS COMPLEX TWO BA,CITY OF WARWICK,KENT,RI,"$116,815.00 ",1985,1988,Development
333 - XXX,FOSTER MEMORIAL PARK,TOWN OF COVENTRY,KENT,RI,"$42,520.00 ",1985,1986,Development
338 - XXX,FORT ADAMS LANDSCAPING,DEPT. OF ENVIRONMENTAL MANAGEMENT,NEWPORT,RI,"$124,661.85 ",1985,1987,Development
340 - XXX,EASTON'S BEACH,CITY OF NEWPORT,NEWPORT,RI,"$54,180.24 ",1985,1986,Redevelopment
339 - XXX,SCORP PLANNING GRANT,DEPT. OF ENVIRONMENTAL MANAGEMENT,PLANNING,RI,"$53,455.54 ",1985,1987,Planning
325 - XXX,CAROUSEL PARK,CITY OF EAST PROVIDENCE,PROVIDENCE,RI,"$63,780.00 ",1985,1985,Development
327 - XXX,JOHNSTON MEMORIAL PARK,TOWN OF JOHNSTON,PROVIDENCE,RI,"$18,602.00 ",1985,1986,Redevelopment
329 - XXX,BERNON/DUNN PARKS,CITY OF WOONSOCKET,PROVIDENCE,RI,"$38,268.00 ",1985,1986,Development
330 - XXX,CASS/COSTA PARK,CITY OF WOONSOCKET,PROVIDENCE,RI,"$20,197.00 ",1985,1986,Development
332 - XXX,HIGGINSON FIELD SOCCER ADAPTATION,CITY OF CENTRAL FALLS,PROVIDENCE,RI,"$16,936.00 ",1985,1986,Development
336 - XXX,MOWRY CONSERVAITON AREA,TOWN OF SMITHFIELD,PROVIDENCE,RI,"$6,988.00 ",1985,1986,Development
337 - XXX,LONSDALE PLAYGROUND REHABILITATION,TOWN OF LINCOLN,PROVIDENCE,RI,"$20,568.00 ",1985,1986,Redevelopment
341 - XXX,HERITAGE PARK III,TOWN OF GLOCESTER,WASHINGTON,RI,"$8,454.70 ",1985,1987,Development
342 - XXX,TUCKERTOWN PARK,TOWN OF SOUTH KINGSTOWN,WASHINGTON,RI,"$107,709.00 ",1985,1987,Development
345 - XXX,CONIMICUT BEACH II,CITY OF WARWICK,KENT,RI,"$125,000.00 ",1986,1990,Redevelopment
349 - XXX,ELDREDGE FIELD PHASE III,TOWN OF EAST GREENWICH,KENT,RI,"$19,347.00 ",1986,1988,Development
354 - XXX,FOSTER MEMORIAL PARK II,TOWN OF COVENTRY,KENT,RI,"$23,284.28 ",1986,1990,Development
348 - XXX,EASTON'S BEACH II,CITY OF NEWPORT,NEWPORT,RI,"$71,904.00 ",1986,1987,Redevelopment
343 - XXX,PONAGANSET ATHLETIC COMPLEX,FOSTER-GLOCESTER SCHOOL DIST.,PROVIDENCE,RI,"$83,262.50 ",1986,1989,Development
344 - XXX,OAK HILL/SMITHFIELD AVE.,CITY OF PAWTUCKET,PROVIDENCE,RI,"$115,716.00 ",1986,1987,Redevelopment
346 - XXX,CAROUSEL PARK PHASE II,CITY OF EAST PROVIDENCE,PROVIDENCE,RI,"$73,605.00 ",1986,1987,Development
317 - XXX,RODMAN'S HOLLOW II,STATE OF R.I. & TOWN OF NEW SHORHAM,WASHINGTON,RI,"$460,031.00 ",1986,1986,Acquisition
351 - XXX,SCARBOROUGH STATE BEACH PH I&II,DEPT. OF ENVIRONMENTAL MANAGEMENT,WASHINGTON,RI,"$1,182,385.78 ",1986,1988,Development
352 - XXX,WEEDEN FARM ACQUISITION,TOWN OF SOUTH KINGSTOWN,WASHINGTON,RI,"$153,733.00 ",1986,1987,Acquisition
353 - XXX,NINIGRET PARK,TOWN OF CHARLESTOWN,WASHINGTON,RI,"$89,182.31 ",1986,1989,Development
357 - XXX,CENTRAL PARK/PAINE FIELD,TOWN OF COVENTRY,KENT,RI,"$23,620.68 ",1987,1990,Development
356 - XXX,1987-1988 PLANNING WORK PROGRAM,DEPT. OF ENVIRONMENTAL MANAGEMENT,PLANNING,RI,"$39,637.41 ",1987,1988,Planning
347 - XXX,JENKS PARK,CITY OF CENTRAL FALLS,PROVIDENCE,RI,"$18,374.27 ",1987,1988,Development
358 - XXX,WEEDEN FARM ACQ. II,TOWN OF SOUTH KINGSTOWN,WASHINGTON,RI,"$52,380.63 ",1987,1988,Acquisition
361 - XXX,CITY PARK SOFTBALL FIELD,CITY OF WARWICK,KENT,RI,"$40,000.00 ",1988,1989,Development
363 - XXX,EASTON'S BEACH PHASE III,CITY OF NEWPORT,NEWPORT,RI,"$80,000.00 ",1988,1989,Redevelopment
359 - XXX,ROGER WILLIAMS PARK TOT LOT,CITY OF PROVIDENCE,PROVIDENCE,RI,"$69,000.00 ",1988,1989,Development
362 - XXX,BOLD POINT PARK,CITY OF EAST PROVIDENCE,PROVIDENCE,RI,"$17,794.00 ",1988,1989,Development
365 - XXX,SCORP 1989/1990 PLANNING GRANT,DEPT. OF ENVIRONMENTAL MANAGEMENT,PLANNING,RI,"$95,973.45 ",1989,1992,Planning
366 - XXX,BURLINGAME MAINTENANCE/SANITARY,DEPT. OF ENVIRONMENTAL MANAGEMENT,WASHINGTON,RI,"$360,000.00 ",1992,1995,Redevelopment
371 - XXX,"COLT STATE PARK SEWERS, PHASE II",DEPT. OF ENVIRONMENTAL MANAGEMENT,BRISTOL,RI,"$55,000.00 ",1993,1995,Development
370 - XXX,1993 PLANNING GRANT WORK PROGRAM,DEPT. OF ENVIRONMENTAL MANAGEMENT,PLANNING,RI,"$68,804.00 ",1993,1996,Planning
367 - XXX,MEADOWS RECREATION AREA,DEPT. OF ENVIRONMENTAL MANAGEMENT,PROVIDENCE,RI,"$79,470.55 ",1993,1997,Development
368 - XXX,ROGER WHEELER STATE BEACH PARKING,DEPT. OF ENVIRONMENTAL MANAGEMENT,WASHINGTON,RI,"$744,034.00 ",1993,1997,Development
369 - XXX,MCGINN PARK,TOWN OF NORTH KINGSTOWN,WASHINGTON,RI,"$232,106.00 ",1993,1995,Development
372 - XXX,JOHN T. OWENS STATE PARK DEVELOPMENT,DEPT. OF ENVIRONMENTAL MANAGEMENT,PROVIDENCE,RI,"$73,108.37 ",1994,1995,Development
373 - XXX,OAKLAND BEACH BOARDWAY,CITY OF WARWICK,KENT,RI,"$45,000.00 ",1997,1998,Redevelopment
374 - XXX,RICHARDSON PARK,CITY OF PROVIDENCE,PROVIDENCE,RI,"$88,077.23 ",1997,1999,Development
375 - XXX,World War II State Park Development,DEM,PROVIDENCE,RI,"$200,012.00 ",2000,2003,Development
376 - XXX,Agnus Little Field,City of Pawtucket,PROVIDENCE,RI,"$128,107.33 ",2000,2002,Development
377 - XXX,CASIMER PULASKI STATE PARK,STATE OF RHODE ISLAND,MULTI-COUNTY,RI,"$340,000.00 ",2001,2002,Development
378 - XXX,SCORP 2001 Planning Grant,DEM,PLANNING,RI,"$90,700.00 ",2001,2003,Planning
380 - XXX,Lincoln Woods Bridge Replacement,State of Rhode Island,PROVIDENCE,RI,"$427,336.00 ",2002,2009,Development
379 - XXX,Burlingame State Park Water Systems,DEM,WASHINGTON,RI,"$1,627,798.00 ",2002,2008,Development
381 - XXX,Crescent Park Beach,City of East Providence,PROVIDENCE,RI,"$500,000.00 ",2003,2009,Development
384 - XXX,Planning Grant 2004,DEM,PLANNING,RI,"$95,000.00 ",2004,2009,Planning
382 - XXX,Fred McKinnon-Louis Alves Soccer Complex,City of Pawtucket,PROVIDENCE,RI,"$400,000.00 ",2004,2006,Development
383 - XXX,Arcadia Management Area Bridges,DEM,WASHINGTON,RI,"$135,249.33 ",2004,2011,Development
385 - XXX,Administrative Grant - 2005,DEM,PLANNING,RI,"$23,601.85 ",2005,2005,Planning
386 - XXX,Goddard State Park Restrooms Replacement,DEM,KENT,RI,"$667,352.21 ",2006,2009,Redevelopment
387 - XXX,Ponagansett River Greenway,DEM,PROVIDENCE,RI,"$281,280.60 ",2006,2008,Acquisition
388 - XXX,Lincoln Avenue Tennis Facility,Town of Barrington,BRISTOL,RI,"$225,000.00 ",2007,2008,Redevelopment
389 - XXX,SCORP 2007-2008 Planning Grant,Department of Environmental Management,PLANNING,RI,"$50,000.00 ",2007,2009,Planning
390 - XXX,Salty Brine Beach Pavilion,State of Rhode Island,WASHINGTON,RI,"$1,094,865.24 ",2007,2010,Redevelopment
391 - XXX,Rhode Island Land Conservation Plan 2010,State of Rhode Island,PLANNING,RI,"$18,400.00 ",2009,2010,Planning
392 - XXX,Strategies to Protect Farms and Forests,Dept. of Environmental Management,PLANNING,RI,"$30,000.00 ",2010,2013,Planning
393 - XXX,East Matunuck State Beach,State of Rhode Island Dept. of Environmental Mgmt.,WASHINGTON,RI,"$475,001.47 ",2011,2012,Redevelopment
,,,,,,,,
,,,,,,,,
